C0000731  ABDOMINAL DISTENTION
C2011725  hemorrhage on provocation of gingiva on lingual surface of right mandibular first bicuspid
C2011726  spontaneous hemorrhage of gingiva on lingual surface of right mandibular first bicuspid
C2011727  hemorrhage of gingiva on mesial surface of right mandibular first bicuspid
C2011728  hemorrhage on provocation of gingiva on mesial surface of right mandibular first bicuspid (physical finding)
C2011729  spontaneous hemorrhage of gingiva on mesial surface of right mandibular first bicuspid
C2011730  hemorrhage of gingiva on right mandibular first molar (physical finding)
C2011731  hemorrhage of gingiva on buccal surface of right mandibular first molar (physical finding)
C2011732  hemorrhage on provocation of gingiva on buccal surface of right mandibular first molar
C2011733  spontaneous hemorrhage of gingiva on buccal surface of right mandibular first molar (physical finding)
C2011734  hemorrhage of gingiva on distal surface of right mandibular first molar (physical finding)
C2011735  hemorrhage on provocation of gingiva on distal surface of right mandibular first molar
C2011736  spontaneous hemorrhage of gingiva on distal surface of right mandibular first molar
C2011737  hemorrhage of gingiva on lingual surface of right mandibular first molar (physical finding)
C2011738  hemorrhage on provocation of gingiva on lingual surface of right mandibular first molar
C2011739  spontaneous hemorrhage of gingiva on lingual surface of right mandibular first molar
C2011740  hemorrhage of gingiva on mesial surface of right mandibular first molar
C2011741  hemorrhage on provocation of gingiva on mesial surface of right mandibular first molar
C2011742  spontaneous hemorrhage of gingiva on mesial surface of right mandibular first molar (physical finding)
C2011743  hemorrhage of gingiva on right mandibular lateral incisor (physical finding)
C2011744  hemorrhage of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011745  hemorrhage on provocation of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011746  spontaneous hemorrhage of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011747  hemorrhage of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011748  hemorrhage on provocation of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011749  spontaneous hemorrhage of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011750  hemorrhage of gingiva on lingual surface of right mandibular lateral incisor (physical finding)
C2011751  hemorrhage on provocation of gingiva on lingual surface of right mandibular lateral incisor (physical finding)
C2011752  spontaneous hemorrhage of gingiva on lingual surface of right mandibular lateral incisor
C2011753  hemorrhage of gingiva on mesial surface of right mandibular lateral incisor (physical finding)
C2011754  hemorrhage on provocation of gingiva on mesial surface of right mandibular lateral incisor (physical finding)
C2011755  spontaneous hemorrhage of gingiva on mesial surface of right mandibular lateral incisor
C2011756  hemorrhage of gingiva on right mandibular second bicuspid (physical finding)
C2011757  hemorrhage of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011758  hemorrhage on provocation of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011759  spontaneous hemorrhage of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011760  hemorrhage of gingiva on distal surface of right mandibular second bicuspid (physical finding)
C2011761  hemorrhage on provocation of gingiva on distal surface of right mandibular second bicuspid
C2011762  spontaneous hemorrhage of gingiva on distal surface of right mandibular second bicuspid
C2011763  hemorrhage of gingiva on lingual surface of right mandibular second bicuspid
C2011764  hemorrhage on provocation of gingiva on lingual surface of right mandibular second bicuspid (physical finding)
C2011765  spontaneous hemorrhage of gingiva on lingual surface of right mandibular second bicuspid
C2011766  hemorrhage of gingiva on mesial surface of right mandibular second bicuspid
C2011767  hemorrhage on provocation of gingiva on mesial surface of right mandibular second bicuspid
C2011768  spontaneous hemorrhage of gingiva on mesial surface of right mandibular second bicuspid
C2011769  hemorrhage of gingiva on right mandibular second molar (physical finding)
C2011770  hemorrhage of gingiva on buccal surface of right mandibular second molar
C2011771  hemorrhage on provocation of gingiva on buccal surface of right mandibular second molar
C2011772  spontaneous hemorrhage of gingiva on buccal surface of right mandibular second molar
C2011773  hemorrhage of gingiva on distal surface of right mandibular second molar (physical finding)
C2011774  hemorrhage on provocation of gingiva on distal surface of right mandibular second molar
C2011775  spontaneous hemorrhage of gingiva on distal surface of right mandibular second molar (physical finding)
C2011776  hemorrhage of gingiva on lingual surface of right mandibular second molar (physical finding)
C2011777  hemorrhage on provocation of gingiva on lingual surface of right mandibular second molar (physical finding)
C2011778  spontaneous hemorrhage of gingiva on lingual surface of right mandibular second molar (physical finding)
C2011779  hemorrhage of gingiva on mesial surface of right mandibular second molar
C2011780  hemorrhage on provocation of gingiva on mesial surface of right mandibular second molar
C2011781  spontaneous hemorrhage of gingiva on mesial surface of right mandibular second molar
C2011782  hemorrhage of gingiva on molar right mandibular third
C2011783  hemorrhage of gingiva on buccal surface of right mandibular third molar (physical finding)
C2011784  hemorrhage on provocation of gingiva on buccal surface of right mandibular third molar
C2011785  spontaneous hemorrhage of gingiva on buccal surface of right mandibular third molar
C2011786  hemorrhage of gingiva on distal surface of right mandibular third molar (physical finding)
C2011787  hemorrhage on provocation of gingiva on distal surface of right mandibular third molar (physical finding)
C2011788  spontaneous hemorrhage of gingiva on distal surface of right mandibular third molar
C2011789  hemorrhage of gingiva on lingual surface of right mandibular third molar (physical finding)
C2011790  hemorrhage on provocation of gingiva on lingual surface of right mandibular third molar
C2011791  spontaneous hemorrhage of gingiva on lingual surface of right mandibular third molar (physical finding)
C2011792  hemorrhage of gingiva on mesial surface of right mandibular third molar
C2011793  hemorrhage on provocation of gingiva on mesial surface of right mandibular third molar (physical finding)
C2011794  spontaneous hemorrhage of gingiva on mesial surface of right mandibular third molar
C2011795  gingival hemorrhage at upper central incisor on right (physical finding)
C2011796  gingival hemorrhage of distal surface at upper central incisor on right (physical finding)
C2011797  gingival hemorrhage on provocation of distal surface at upper central incisor on right (physical finding)
C2011798  spontaneous gingival hemorrhage of distal surface at upper central incisor on right (physical finding)
C2011799  gingival hemorrhage of labial surface at upper central incisor on right (physical finding)
C2011800  gingival hemorrhage on provocation of labial surface at upper central incisor on right
C2011801  spontaneous gingival hemorrhage of labial surface at upper central incisor on right (physical finding)
C2011802  gingival hemorrhage of mesial surface at upper central incisor on right (physical finding)
C2011803  gingival hemorrhage on provocation of mesial surface at upper central incisor on right
C2011804  spontaneous gingival hemorrhage of mesial surface at upper central incisor on right
C2011805  gingival hemorrhage of palatal surface at upper central incisor on right (physical finding)
C2011806  gingival hemorrhage on provocation of palatal surface at upper central incisor on right (physical finding)
C2011807  spontaneous gingival hemorrhage of palatal surface at upper central incisor on right (physical finding)
C2011808  hemorrhage of gingiva on right maxillary cuspid (physical finding)
C2011809  hemorrhage of gingiva on distal surface of right maxillary cuspid (physical finding)
C2011810  hemorrhage on provocation of gingiva on distal surface of right maxillary cuspid
C2011811  spontaneous hemorrhage of gingiva on distal surface of right maxillary cuspid (physical finding)
C2011812  hemorrhage of gingiva on labial surface of right maxillary cuspid
C2011813  hemorrhage on provocation of gingiva on labial surface of right maxillary cuspid (physical finding)
C2011814  spontaneous hemorrhage of gingiva on labial surface of right maxillary cuspid (physical finding)
C2011815  hemorrhage of gingiva on mesial surface of right maxillary cuspid
C2011816  hemorrhage on provocation of gingiva on mesial surface of right maxillary cuspid (physical finding)
C2011817  spontaneous hemorrhage of gingiva on mesial surface of right maxillary cuspid (physical finding)
C2011818  hemorrhage of gingiva on palatal surface of right maxillary cuspid (physical finding)
C2011819  hemorrhage on provocation of gingiva on palatal surface of right maxillary cuspid (physical finding)
C2011820  spontaneous hemorrhage of gingiva on palatal surface of right maxillary cuspid (physical finding)
C2011821  hemorrhage of gingiva on right maxillary first bicuspid
C2011822  hemorrhage of gingiva on buccal surface of right maxillary first bicuspid (physical finding)
C2011823  hemorrhage on provocation of gingiva on buccal surface of right maxillary first bicuspid (physical finding)
