C0002418  Amblyopia
C2011676  hemorrhage on provocation of gingiva on palatal surface of left maxillary second molar
C2011677  spontaneous hemorrhage of gingiva on palatal surface of left maxillary second molar (physical finding)
C2011678  hemorrhage of gingiva on left maxillary third molar (physical finding)
C2011679  hemorrhage of gingiva on buccal surface of left maxillary third molar (physical finding)
C2011680  hemorrhage on provocation of gingiva on buccal surface of left maxillary third molar
C2011681  spontaneous hemorrhage of gingiva on buccal surface of left maxillary third molar (physical finding)
C2011682  hemorrhage of gingiva on distal surface of left maxillary third molar (physical finding)
C2011683  hemorrhage on provocation of gingiva on distal surface of left maxillary third molar (physical finding)
C2011684  spontaneous hemorrhage of gingiva on distal surface of left maxillary third molar (physical finding)
C2011685  hemorrhage of gingiva on mesial surface of left maxillary third molar
C2011686  hemorrhage on provocation of gingiva on mesial surface of left maxillary third molar (physical finding)
C2011687  spontaneous hemorrhage of gingiva on mesial surface of left maxillary third molar
C2011688  hemorrhage of gingiva on palatal surface of left maxillary third molar (physical finding)
C2011689  hemorrhage on provocation of gingiva on palatal surface of left maxillary third molar (physical finding)
C2011690  spontaneous hemorrhage of gingiva on palatal surface of left maxillary third molar (physical finding)
C2011691  gingival hemorrhage at lower central incisor on right (physical finding)
C2011692  gingival hemorrhage of distal surface at lower central incisor on right (physical finding)
C2011693  gingival hemorrhage on provocation of distal surface at lower central incisor on right (physical finding)
C2011694  spontaneous gingival hemorrhage at distal lower central incisor on right (physical finding)
C2011695  gingival hemorrhage at labial lower central incisor on right
C2011696  gingival hemorrhage at labial lower central incisor on right on provocation
C2011697  spontaneous gingival hemorrhage at labial lower central incisor on right (physical finding)
C2011698  hemorrhage of gingiva on lingual surface of right mandibular central incisor (physical finding)
C2011699  hemorrhage on provocation of gingiva on lingual surface of right mandibular central incisor
C2011700  spontaneous hemorrhage of gingiva on lingual surface of right mandibular central incisor
C2011701  gingival hemorrhage of mesial surface at lower central incisor on right (physical finding)
C2011702  gingival hemorrhage on provocation of mesial surface at lower central incisor on right (physical finding)
C2011703  spontaneous gingival hemorrhage of mesial surface at lower central incisor on right (physical finding)
C2011704  hemorrhage of gingiva on right mandibular cuspid (physical finding)
C2011705  hemorrhage of gingiva on distal surface of right mandibular cuspid (physical finding)
C2011706  hemorrhage on provocation of gingiva on distal surface of right mandibular cuspid (physical finding)
C2011707  spontaneous hemorrhage of gingiva on distal surface of right mandibular cuspid (physical finding)
C2011708  hemorrhage of gingiva on labial surface of right mandibular cuspid (physical finding)
C2011709  hemorrhage on provocation of gingiva on labial surface of right mandibular cuspid (physical finding)
C2011710  spontaneous hemorrhage of gingiva on labial surface of right mandibular cuspid
C2011711  hemorrhage of gingiva on lingual surface of right mandibular cuspid
C2011712  hemorrhage on provocation of gingiva on lingual surface of right mandibular cuspid (physical finding)
C2011713  spontaneous hemorrhage of gingiva on lingual surface of right mandibular cuspid (physical finding)
C2011714  hemorrhage of gingiva on mesial surface of right mandibular cuspid
C2011715  hemorrhage on provocation of gingiva on mesial surface of right mandibular cuspid (physical finding)
C2011716  spontaneous hemorrhage of gingiva on mesial surface of right mandibular cuspid (physical finding)
C2011717  hemorrhage of gingiva on right mandibular first bicuspid (physical finding)
C2011718  hemorrhage of gingiva on buccal surface of right mandibular first bicuspid (physical finding)
C2011719  hemorrhage on provocation of gingiva on buccal surface of right mandibular first bicuspid
C2011720  spontaneous hemorrhage of gingiva on buccal surface of right mandibular first bicuspid (physical finding)
C2011721  hemorrhage of gingiva on distal surface of right mandibular first bicuspid (physical finding)
C2011722  hemorrhage on provocation of gingiva on distal surface of right mandibular first bicuspid
C2011723  spontaneous hemorrhage of gingiva on distal surface of right mandibular first bicuspid
C2011724  hemorrhage of gingiva on lingual surface of right mandibular first bicuspid
C2011725  hemorrhage on provocation of gingiva on lingual surface of right mandibular first bicuspid
C2011726  spontaneous hemorrhage of gingiva on lingual surface of right mandibular first bicuspid
C2011727  hemorrhage of gingiva on mesial surface of right mandibular first bicuspid
C2011728  hemorrhage on provocation of gingiva on mesial surface of right mandibular first bicuspid (physical finding)
C2011729  spontaneous hemorrhage of gingiva on mesial surface of right mandibular first bicuspid
C2011730  hemorrhage of gingiva on right mandibular first molar (physical finding)
C2011731  hemorrhage of gingiva on buccal surface of right mandibular first molar (physical finding)
C2011732  hemorrhage on provocation of gingiva on buccal surface of right mandibular first molar
C2011733  spontaneous hemorrhage of gingiva on buccal surface of right mandibular first molar (physical finding)
C2011734  hemorrhage of gingiva on distal surface of right mandibular first molar (physical finding)
C2011735  hemorrhage on provocation of gingiva on distal surface of right mandibular first molar
C2011736  spontaneous hemorrhage of gingiva on distal surface of right mandibular first molar
C2011737  hemorrhage of gingiva on lingual surface of right mandibular first molar (physical finding)
C2011738  hemorrhage on provocation of gingiva on lingual surface of right mandibular first molar
C2011739  spontaneous hemorrhage of gingiva on lingual surface of right mandibular first molar
C2011740  hemorrhage of gingiva on mesial surface of right mandibular first molar
C2011741  hemorrhage on provocation of gingiva on mesial surface of right mandibular first molar
C2011742  spontaneous hemorrhage of gingiva on mesial surface of right mandibular first molar (physical finding)
C2011743  hemorrhage of gingiva on right mandibular lateral incisor (physical finding)
C2011744  hemorrhage of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011745  hemorrhage on provocation of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011746  spontaneous hemorrhage of gingiva on distal surface of right mandibular lateral incisor (physical finding)
C2011747  hemorrhage of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011748  hemorrhage on provocation of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011749  spontaneous hemorrhage of gingiva on labial surface of right mandibular lateral incisor (physical finding)
C2011750  hemorrhage of gingiva on lingual surface of right mandibular lateral incisor (physical finding)
C2011751  hemorrhage on provocation of gingiva on lingual surface of right mandibular lateral incisor (physical finding)
C2011752  spontaneous hemorrhage of gingiva on lingual surface of right mandibular lateral incisor
C2011753  hemorrhage of gingiva on mesial surface of right mandibular lateral incisor (physical finding)
C2011754  hemorrhage on provocation of gingiva on mesial surface of right mandibular lateral incisor (physical finding)
C2011755  spontaneous hemorrhage of gingiva on mesial surface of right mandibular lateral incisor
C2011756  hemorrhage of gingiva on right mandibular second bicuspid (physical finding)
C2011757  hemorrhage of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011758  hemorrhage on provocation of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011759  spontaneous hemorrhage of gingiva on buccal surface of right mandibular second bicuspid (physical finding)
C2011760  hemorrhage of gingiva on distal surface of right mandibular second bicuspid (physical finding)
C2011761  hemorrhage on provocation of gingiva on distal surface of right mandibular second bicuspid
C2011762  spontaneous hemorrhage of gingiva on distal surface of right mandibular second bicuspid
C2011763  hemorrhage of gingiva on lingual surface of right mandibular second bicuspid
C2011764  hemorrhage on provocation of gingiva on lingual surface of right mandibular second bicuspid (physical finding)
C2011765  spontaneous hemorrhage of gingiva on lingual surface of right mandibular second bicuspid
C2011766  hemorrhage of gingiva on mesial surface of right mandibular second bicuspid
C2011767  hemorrhage on provocation of gingiva on mesial surface of right mandibular second bicuspid
C2011768  spontaneous hemorrhage of gingiva on mesial surface of right mandibular second bicuspid
C2011769  hemorrhage of gingiva on right mandibular second molar (physical finding)
C2011770  hemorrhage of gingiva on buccal surface of right mandibular second molar
C2011771  hemorrhage on provocation of gingiva on buccal surface of right mandibular second molar
C2011772  spontaneous hemorrhage of gingiva on buccal surface of right mandibular second molar
C2011773  hemorrhage of gingiva on distal surface of right mandibular second molar (physical finding)
C2011774  hemorrhage on provocation of gingiva on distal surface of right mandibular second molar
