C0002170  Hair loss
C2126812  lump under skin of abdomen (symptom)
C2126813  lump under skin of right upper abdomen
C2126814  lump under skin of left upper abdomen
C2126815  lump under skin of right lower abdomen (symptom)
C2126816  lump under skin of left lower abdomen (symptom)
C2126817  lump under skin of back
C2126818  lump under skin of upper back
C2126819  lump under skin of right side of upper back (symptom)
C2126820  lump under skin of left side of upper back (symptom)
C2126821  lump under skin of entire upper back
C2126822  lump under skin of middle back (symptom)
C2126823  lump under skin of right side of middle back (symptom)
C2126824  lump under skin of left side of middle back (symptom)
C2126825  lump under skin of entire middle back (symptom)
C2126826  lump under skin of lower back
C2126827  lump under skin of right side of lower back (symptom)
C2126828  lump under skin of left side of lower back (symptom)
C2126829  lump under skin of entire lower back
C2126830  lump under skin of groin (symptom)
C2126831  lump under skin of right side of groin (symptom)
C2126832  lump under skin of left side of groin
C2126833  lump under skin of entire groin region (symptom)
C2126834  lump under skin localized in diaper area (symptom)
C2126835  lump under skin in diaper area in front (symptom)
C2126836  lump under skin in diaper area involving buttocks
C2126837  bleeding lump under skin in diaper area (symptom)
C2126838  lump under skin with scabs in diaper area
C2126839  raw lump under skin in diaper area
C2126840  smooth red lump under skin in diaper area (symptom)
C2126841  lump under skin of vulva
C2126842  lump under skin of right side of vulva
C2126843  lump under skin of left side of vulva
C2126844  lump under skin of entire vulvar area (symptom)
C2126845  lump under skin of buttocks (symptom)
C2126846  lump under skin of right buttocks (symptom)
C2126847  lump under skin of left buttocks
C2126848  lump under skin of both sides of buttocks (symptom)
C2126849  lump under skin of perianal region (symptom)
C2126850  lump under skin of lower extremities
C2126851  lump under skin of thighs (symptom)
C2126852  lump under skin of right thigh (symptom)
C2126853  lump under skin of front of right thigh (symptom)
C2126854  lump under skin of back of right thigh
C2126855  lump under skin of inner aspect of right thigh
C2126856  lump under skin of outer aspect of right thigh
C2126857  lump under skin of left thigh (symptom)
C2126858  lump under skin of front of left thigh (symptom)
C2126859  lump under skin of back of left thigh
C2126860  lump under skin of inner aspect of left thigh
C2126861  lump under skin of outer aspect of left thigh (symptom)
C2126862  lump under skin of both thighs
C2126863  lump under skin of front of both thighs (symptom)
C2126864  lump under skin of back of both thighs (symptom)
C2126865  lump under skin of inner aspect of both thighs
C2126866  lump under skin of outer aspect of both thighs
C2126867  lump under skin of knee (symptom)
C2126868  lump under skin of right knee (symptom)
C2126869  lump under skin of front of right knees (symptom)
C2126870  lump under skin of back of right knee (symptom)
C2126871  lump under skin of inner aspect of right knee (symptom)
C2126872  lump under skin of outer aspect of right knee
C2126873  lump under skin of left knee (symptom)
C2126874  lump under skin of front of left knee
C2126875  lump under skin of back of left knee
C2126876  lump under skin of inner aspect of left knee
C2126877  lump under skin of outer aspect of left knee
C2126878  lump under skin of both knees (symptom)
C2126879  lump under skin of front of both knees (symptom)
C2126880  lump under skin of back of both knees
C2126881  lump under skin of inner aspect of both knees
C2126882  lump under skin of outer aspect of both knees (symptom)
C2126883  lump under skin of shin (symptom)
C2126884  lump under skin of right shin
C2126885  lump under skin of left shin (symptom)
C2126886  lump under skin of both shins (symptom)
C2126887  lump under skin of calf (symptom)
C2126888  lump under skin of right calf (symptom)
C2126889  lump under skin of left calf
C2126890  lump under skin of both calves
C2126891  lump under skin of ankle (symptom)
C2126892  lump under skin of right ankle (symptom)
C2126893  lump under skin of inner aspect of right ankle (symptom)
C2126894  lump under skin of outer aspect of right ankle
C2126895  lump under skin of left ankle (symptom)
C2126896  lump under skin of inner aspect of left ankle (symptom)
C2126897  lump under skin of outer aspect of left ankle (symptom)
C2126898  lump under skin of both ankles
C2126899  lump under skin of inner aspect of both ankles (symptom)
C2126900  lump under skin of outer aspect of both ankles (symptom)
C2126901  lump under skin of foot
C2126902  lump under skin of right foot
C2126903  lump under skin of top of right foot (symptom)
C2126904  lump under skin of sole of right foot (symptom)
C2126905  lump under skin of left foot (symptom)
C2126906  lump under skin of top of left foot (symptom)
C2126907  lump under skin of sole of left foot
C2126908  lump under skin of both feet (symptom)
C2126909  lump under skin of top of both feet
C2126910  lump under skin of soles of both feet (symptom)
C2126911  lump under skin of toes
C2126912  lump under skin of great toe of right foot (symptom)
C2126913  lump under skin of right second toe
C2126914  lump under skin of third toe of right foot (symptom)
C2126915  lump under skin of fourth toe of right foot (symptom)
C2126916  lump under skin of right little toe
C2126917  lump under skin of great toe of left foot
C2126918  lump under skin of left second toe
C2126919  lump under skin of third toe of left foot
C2126920  lump under skin of fourth toe of left foot
C2126921  lump under skin of little toe of left foot (symptom)
C2126922  lump under skin between toes (symptom)
C2126923  lump under skin between toes of right foot
C2126924  lump under skin between toes of left foot
C2126925  lump under skin between toes of both feet
C2126926  lump under skin of scalp
C2126997  skin spot: with scales [as symptom]
C2126998  skin patch with scales
C2126999  skin papule with scales [as symptom]
C2127000  skin plaque with scales (physical finding)
C2127001  skin plaque with fine scales (symptom)
C2127002  skin plaque with thick scales
C2127003  purple skin papule with polygonal shape
C2127004  skin: tense blister [as symptom]
C2127005  skin: flaccid blister [as symptom]
C2127006  multiple grouped skin blisters (symptom)
C2127007  multiple skin blisters grouped on red base (symptom)
C2127008  multiple scattered skin blisters (symptom)
C2127009  skin blister: cloudy [as symptom]
C2127010  skin lesions with central clearing and scaling on leading edge (symptom)
C2127011  a rash with central clearing and scaling on the inside edge
C2127012  skin lesion on hairline of scalp (symptom)
C2127015  skin lesion of axillary fossa (symptom)
C2127016  skin lesion of axillary folds (symptom)
C2127017  skin lesion of anterior axillary fold (symptom)
C2127018  skin lesion of posterior axillary fold (symptom)
C2127019  skin lesion on medial aspect of right elbow (symptom)
C2127020  skin lesion on lateral aspect of right elbow
C2127021  skin lesion on medial aspect of left elbow (symptom)
C2127022  skin lesion on lateral aspect of left elbow
C2127023  skin lesion on medial aspect of both elbows (symptom)
C2127024  skin lesion on lateral aspect of both elbows
C2127025  skin lesion on anterior aspect of right forearm (symptom)
C2127026  skin lesion on dorsal aspect of right forearm (symptom)
C2127027  skin lesion on ulnar aspect of right forearm (symptom)
C2127028  skin lesion on radial aspect of right forearm (symptom)
C2127029  skin lesion on proximal right forearm
C2127030  skin lesion on distal right forearm (symptom)
C2127031  skin lesion on anterior aspect of left forearm
C2127032  skin lesion on proximal left forearm (symptom)
C2127033  skin lesion on distal left forearm
C2127034  skin lesion on dorsal aspect of left forearm
C2127035  skin lesion on ulnar aspect of left forearm
C2127036  skin lesion on radial aspect of left forearm (symptom)
C2127037  skin lesion on ulnar aspect of right wrist (symptom)
C2127038  skin lesion on radial aspect of right wrist
C2127039  skin lesion on ulnar aspect of left wrist (symptom)
C2127040  skin lesion on radial aspect of left wrist (symptom)
C2127041  skin lesion on ulnar aspect of both wrists
C2127042  skin lesion on radial aspect of both wrists
C2127043  skin lesion on dorsal aspect of right thumb (symptom)
C2127044  skin lesion on proximal right thumb (symptom)
C2127045  skin lesion on distal right thumb (symptom)
C2127046  skin lesion on palmar aspect of right thumb
C2127047  skin lesion on medial aspect of right thumb
C2127048  skin lesion on lateral aspect of right thumb
C2127049  skin lesion of dorsal aspect of index finger of right hand
C2127050  skin lesion of proximal index finger of right hand
C2127051  skin lesion of distal index finger of right hand (symptom)
C2127052  skin lesion of palmar aspect of index finger of right hand (symptom)
C2127053  skin lesion of medial aspect of index finger of right hand
C2127054  skin lesion of lateral aspect of index finger of right hand
C2127055  skin lesion of dorsal aspect of middle finger of right hand (symptom)
C2127056  skin lesion of proximal middle finger of right hand
C2127057  skin lesion of distal middle finger of right hand (symptom)
C2127058  skin lesion of palmar aspect of middle finger of right hand (symptom)
C2127059  skin lesion of medial aspect of middle finger of right hand (symptom)
C2127060  skin lesion of lateral aspect of middle finger of right hand (symptom)
C2127061  skin lesion of dorsal aspect of ring finger of right hand (symptom)
C2127062  skin lesion of proximal ring finger of right hand
C2127063  skin lesion of distal ring finger of right hand
C2127064  skin lesion of palmar aspect of ring finger of right hand
