C0000731  ABDOMINAL DISTENTION
C2071516  erythema of finger of right hand (physical finding)
C2071517  erythema of MCP of fingers of right hand
C2071518  erythema of interphalangeal joint of finger of right hand
C2071519  erythema of proximal interphalangeal joint of finger of right hand (physical finding)
C2071520  erythema of DIP joint of finger of right hand
C2071521  diffuse erythema of finger of right hand
C2071522  erythema of finger of left hand (physical finding)
C2071523  erythema of MCP of fingers of left hand
C2071524  erythema of interphalangeal joint of finger of left hand
C2071525  erythema of proximal interphalangeal joint of finger of left hand
C2071526  erythema of distal interphalangeal joint of finger of left hand (physical finding)
C2071527  diffuse erythema of fingers of left hand (physical finding)
C2071528  erythema of fingers of both hands (physical finding)
C2071529  erythema of metacarpophalangeal joints of fingers of both hands (physical finding)
C2071530  erythema of interphalangeal joints of fingers of both hands (physical finding)
C2071531  erythema of proximal interphalangeal joints of fingers of both hands (physical finding)
C2071532  erythema of distal interphalangeal joints of fingers of both hands (physical finding)
C2071533  diffuse erythema of fingers of both hands (physical finding)
C2071534  erythema of right thumb
C2071535  erythema of MCP joint of right thumb
C2071536  erythema of interphalangeal joint of right thumb
C2071537  diffuse erythema of right thumb
C2071538  erythema of left thumb
C2071539  erythema of MCP joint of left thumb
C2071540  erythema of interphalangeal joint of left thumb (physical finding)
C2071541  diffuse erythema of left thumb (physical finding)
C2071542  erythema of both thumbs (physical finding)
C2071543  erythema of metacarpophalangeal joint of both thumbs
C2071544  erythema of interphalangeal joint of both thumbs
C2071545  diffuse erythema of both thumbs
C2071546  erythema of index finger (physical finding)
C2071547  erythema of index finger of right hand
C2071548  erythema of metacarpophalangeal joint of index finger of right hand
C2071549  erythema of PIP joint of index finger of right hand
C2071550  erythema of DIP joint of index finger of right hand
C2071551  diffuse erythema of index finger of right hand (physical finding)
C2071552  erythema of index finger of left hand
C2071553  erythema of metacarpophalangeal joint of index finger of left hand (physical finding)
C2071554  erythema of proximal interphalangeal joint of index finger of left hand (physical finding)
C2071555  erythema of distal interphalangeal joint of index finger of left hand
C2071556  diffuse erythema of index finger of left hand (physical finding)
C2071557  erythema of index fingers of both hands
C2071558  erythema of metacarpophalangeal joints of index fingers of both hands (physical finding)
C2071559  erythema of proximal interphalangeal joints of index fingers of both hands
C2071560  erythema of distal interphalangeal joints of index fingers of both hands (physical finding)
C2071561  diffuse erythema of index fingers of both hands
C2071562  erythema of middle finger (physical finding)
C2071563  erythema of middle finger of right hand (physical finding)
C2071564  erythema of MCP joint of middle finger of right hand
C2071565  erythema of PIP joint of middle finger of right hand
C2071566  erythema of distal interphalangeal joint of middle finger of right hand (physical finding)
C2071567  diffuse erythema of middle finger of right hand
C2071568  erythema of middle finger of left hand (physical finding)
C2071569  erythema of metacarpophalangeal joint of middle finger of left hand (physical finding)
C2071570  erythema of PIP joint of middle finger of left hand
C2071571  erythema of distal interphalangeal joint of middle finger of left hand (physical finding)
C2071572  diffuse erythema of middle finger of left hand (physical finding)
C2071573  erythema of middle fingers of both hands (physical finding)
C2071574  erythema of metacarpophalangeal joints of middle fingers of both hands (physical finding)
C2071575  erythema of proximal interphalangeal joints of middle fingers of both hands
C2071576  erythema of DIP joints of middle fingers of both hands
C2071577  diffuse erythema of middle fingers of both hands
C2071578  erythema of ring finger (physical finding)
C2071579  erythema of ring finger of right hand
C2071580  erythema of MCP joint of ring finger of right hand
C2071581  erythema of PIP joint of ring finger of right hand
C2071582  erythema of distal interphalangeal joint of ring finger of right hand
C2071583  diffuse erythema of ring finger of right hand (physical finding)
C2071584  erythema of ring finger of left hand
C2071585  erythema of metacarpophalangeal joint of ring finger of left hand (physical finding)
C2071586  erythema of proximal interphalangeal joint of ring finger of left hand (physical finding)
C2071587  erythema of DIP joint of ring finger of left hand
C2071588  diffuse erythema of ring finger of left hand (physical finding)
C2071589  erythema of ring fingers of both hands
C2071590  erythema of MCP joints of ring fingers of both hands
C2071591  erythema of PIP joints of ring fingers of both hands
C2071592  erythema of distal interphalangeal joints of ring fingers of both hands (physical finding)
C2071593  diffuse erythema of ring fingers of both hands
C2071594  erythema of little finger
C2071595  erythema of little finger of right hand
C2071596  erythema of metacarpophalangeal joint of little finger of right hand
C2071597  erythema of PIP joint of little finger of right hand
C2071598  erythema of distal interphalangeal joint of little finger of right hand
C2071599  diffuse erythema of little finger of right hand
C2071600  erythema of little finger of left hand (physical finding)
C2071601  erythema of metacarpophalangeal joint of little finger of left hand (physical finding)
C2071602  erythema of proximal interphalangeal joint of little finger of left hand
C2071603  erythema of distal interphalangeal joint of little finger of left hand (physical finding)
C2071604  diffuse erythema of little finger of left hand
C2071605  erythema of little fingers of both hands (physical finding)
C2071606  erythema of metacarpophalangeal joints of little fingers of both hands
C2071607  erythema of proximal interphalangeal joints of little fingers of both hands (physical finding)
C2071608  erythema of distal interphalangeal joints of little fingers of both hands (physical finding)
C2071609  diffuse erythema of little fingers of both hands
C2071611  erythema of proximal end of right thumb (physical finding)
C2071612  erythema of distal phalanx of right thumb (physical finding)
C2071613  erythema of proximal phalanx of left thumb
C2071614  erythema of distal phalanx of left thumb (physical finding)
C2071615  erythema of proximal phalanx of both thumbs (physical finding)
C2071616  erythema of distal phalanx of both thumbs
C2071617  erythema of proximal phalanx of index finger of right hand (physical finding)
C2071618  erythema of middle phalanx of index finger of right hand (physical finding)
C2071619  erythema of distal phalanx of index finger of right hand (physical finding)
C2071620  erythema of proximal phalanx of index finger of left hand (physical finding)
C2071621  erythema of middle phalanx of index finger of left hand (physical finding)
C2071622  erythema of distal phalanx of index finger of left hand
C2071623  erythema of proximal phalanx of index fingers of both hands
C2071624  erythema of middle phalanx of index fingers of both hands (physical finding)
C2071625  erythema of distal phalanx of index fingers of both hands (physical finding)
C2071626  erythema of proximal phalanx of middle finger of right hand
C2071627  erythema of middle phalanx of middle finger of right hand
C2071628  erythema of distal phalanx of middle finger of right hand (physical finding)
C2071629  erythema of proximal phalanx of middle finger of left hand (physical finding)
C2071630  erythema of middle phalanx of middle finger of left hand (physical finding)
C2071631  erythema of distal phalanx of middle finger of left hand (physical finding)
C2071632  erythema of proximal phalanx of middle fingers of both hands
C2071633  erythema of middle phalanx of middle fingers of both hands
C2071634  erythema of distal phalanx of middle fingers of both hands
C2071635  erythema of proximal phalanx of ring finger of right hand
C2071636  erythema of middle phalanx of ring finger of right hand (physical finding)
C2071637  erythema of distal phalanx of ring finger of right hand (physical finding)
C2071638  erythema of proximal phalanx of ring finger of left hand (physical finding)
